Unnamed: 0,Match_id,Team,Over_num,Commentary,batsman,score,Commentary_new,Team_new,P2,P1,P1_FN,P1_LN,P2_FN,P2_LN,P1_FN_count,P1_LN_count,P2_FN_count,P2_LN_count
6742,1468999,SRH 1st Inns,1.2,"Prasidh to Saha, no run, Saha is looking very nervous, pushes a length ball straight to Uthappa at short extra-cover and set-off for a quick single. Dhawan wasn't coming this time, Saha has to turn around, put the dive and make his ground",Prasidh to Saha,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, {{BATSMAN}} is looking very nervous, pushes a length ball straight to Uthappa at short extra-cover and set-off for a quick single. Dhawan wasn't coming this time, {{BATSMAN}} has to turn around, put the dive and make his ground",SRH,Prasidh,Saha,Saha,,Prasidh,,4,,7,
6774,1468999,SRH 1st Inns,9.1,"Kuldeep Yadav to Saha, no run, appeal for LBW and Kuldeep prods his captain to go for the review. It's a fair delivery and replays suggest that there was some bat on that. Ultraedge confirms it and KKR have lost their review. This was very full and on the leg-stump line, Saha was looking to sweep and the inside edge perhaps saved him",Kuldeep Yadav to Saha,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, appeal for LBW and {{BOWLER}} prods his captain to go for the review. It's a fair delivery and replays suggest that there was some bat on that. Ultraedge confirms it and KKR have lost their review. This was very full and on the leg-stump line, {{BATSMAN}} was looking to sweep and the inside edge perhaps saved him",SRH,Kuldeep Yadav,Saha,Saha,,Kuldeep,Yadav,4,,7,5.0
6789,5179104,CSK 1st Inns,14.5,"Rashid Khan to Rayudu, no run, googly from Rashid Khan, Rayudu reads off the surface and plays off the back foot, gets hit on the pad first before the ball touched the bat, but Rayudu was well outside the line of off stump, review wasted",Rashid Khan to Rayudu,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, googly from {{BOWLER}}, {{BATSMAN}} reads off the surface and plays off the back foot, gets hit on the pad first before the ball touched the bat, but {{BATSMAN}} was well outside the line of off stump, review wasted",CSK,Rashid Khan,Rayudu,Rayudu,,Rashid,Khan,6,,6,4.0
6841,7841262,CSK 1st Inns,14.2,"Jadeja to Parthiv Patel, no run, a flat in-turner and Parthiv Patel missed the glance. Legal ball and no bat involved. HawkEye shows it to be going over leg. So, Chennai lose their review! The height was always a factor as it struck Parthiv on the front leg above the knee-roll",Jadeja to Parthiv Patel,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, a flat in-turner and {{BATSMAN}} missed the glance. Legal ball and no bat involved. HawkEye shows it to be going over leg. So, Chennai lose their review! The height was always a factor as it struck {{BATSMAN}} on the front leg above the knee-roll",CSK,Jadeja,Parthiv Patel,Parthiv,Patel,Jadeja,,7,5.0,6,
6857,7841262,RCB 1st Inns,14.2,"Jadeja to Parthiv Patel, no run, a flat in-turner and Parthiv Patel missed the glance. Legal ball and no bat involved. HawkEye shows it to be going over leg. So, Chennai lose their review! The height was always a factor as it struck Parthiv on the front leg above the knee-roll",Jadeja to Parthiv Patel,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, a flat in-turner and {{BATSMAN}} missed the glance. Legal ball and no bat involved. HawkEye shows it to be going over leg. So, Chennai lose their review! The height was always a factor as it struck {{BATSMAN}} on the front leg above the knee-roll",RCB,Jadeja,Parthiv Patel,Parthiv,Patel,Jadeja,,7,5.0,6,
6875,8883211,KKR 1st Inns,13.1,"Rashid Khan to Nitish Rana, no run, Hyderabad review: Not an obvious googly - yup, it's the leggie, but the obvious missed slog-sweep. And Rana's struck on his back thigh pad in front of leg. Many questions here - where's it pitching? Where's it heading? Again, like it was in the first innings, it's taking ages to load the replays for the third umpire. Poor internet speed somewhere in Kolkata, check the fiber cables .. anyway, the front foot is cleared out. Oh and the impact is just down leg",Rashid Khan to Nitish Rana,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, Hyderabad review: Not an obvious googly - yup, it's the leggie, but the obvious missed slog-sweep. And {{BATSMAN}}'s struck on his back thigh pad in front of leg. Many questions here - where's it pitching? Where's it heading? Again, like it was in the first innings, it's taking ages to load the replays for the third umpire. Poor internet speed somewhere in Kolkata, check the fiber cables .. anyway, the front foot is cleared out. Oh and the impact is just down leg",KKR,Rashid Khan,Nitish Rana,Nitish,Rana,Rashid,Khan,6,4.0,6,4.0
6903,8883211,SRH 1st Inns,1.5,"Chawla to Warner, no run, KKR review: They have decided to challenge the umpire's call against Warner. But for me, it's clearly pitching outside leg. Was the googly that beat the batsman's flick and struck him on the pads. Might have crashed into the stumps but if it's pitching outside leg, it makes no sense. Awful review by KKR. Not out is the final verdict",Chawla to Warner,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, KKR review: They have decided to challenge the umpire's call against {{BATSMAN}}. But for me, it's clearly pitching outside leg. Was the googly that beat the batsman's flick and struck him on the pads. Might have crashed into the stumps but if it's pitching outside leg, it makes no sense. Awful review by KKR. Not out is the final verdict",SRH,Chawla,Warner,Warner,,Chawla,,6,,6,
6917,8883211,SRH 1st Inns,18.5,"Prasidh to Shankar, no run, Shankar has been given OUT LBW and he wants a review. Was the ball tailing enough to miss the leg-stump? It's a fair delivery, think there's no bat on that and I feel it's sliding down - the impact seems to be in front of leg. UltraEdge confirms that there's no bat on that. Hawk-Eye in: Missing and Shankar survives. Low full-toss and the late tail beat Shankar's attempted whip, struck him low and was going down with the angle",Prasidh to Shankar,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, {{BATSMAN}} has been given OUT LBW and he wants a review. Was the ball tailing enough to miss the leg-stump? It's a fair delivery, think there's no bat on that and I feel it's sliding down - the impact seems to be in front of leg. UltraEdge confirms that there's no bat on that. Hawk-Eye in: Missing and {{BATSMAN}} survives. Low full-toss and the late tail beat {{BATSMAN}}'s attempted whip, struck him low and was going down with the angle",SRH,Prasidh,Shankar,Shankar,,Prasidh,,7,,7,
6921,8883211,SRH 1st Inns,3.1,"Chawla to Bairstow, no run, SRH review: Bairstow has been adjudged lbw and he's decided to challenge the umpire's call. Is there an inside edge? There certainly is a sound. Yup, there's a spike on the UltraEdge and Jonny survives. Was the googly that beat the batsman's flick and struck him on the pads",Chawla to Bairstow,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, {{TEAM}} review: {{BATSMAN}} has been adjudged lbw and he's decided to challenge the umpire's call. Is there an inside edge? There certainly is a sound. Yup, there's a spike on the UltraEdge and Jonny survives. Was the googly that beat the batsman's flick and struck him on the pads",SRH,Chawla,Bairstow,Bairstow,,Chawla,,8,,6,
7143,2245633,KKR 1st Inns,2.5,"Shami to Narine, no run, dropped! Shami has put down a tough return catch. A back of a length delivery on the stumps and Narine wanted to slap it straight down the ground. Doesn't get the required elevation and it went to the bowler at a catchable height. Shami went with both hands in his followthrough, but the ball didn't stick",Shami to Narine,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, dropped! {{BOWLER}} has put down a tough return catch. A back of a length delivery on the stumps and {{BATSMAN}} wanted to slap it straight down the ground. Doesn't get the required elevation and it went to the bowler at a catchable height. {{BOWLER}} went with both hands in his followthrough, but the ball didn't stick",KKR,Shami,Narine,Narine,,Shami,,6,,5,
7167,2245633,KXIP 1st Inns,16.0,"Chawla to Miller, no run, this is a very wide short ball, Miller tried to fetch the pull shot, missed, the ball sneaked under the under edge, Karthik was confident in his appeal, given out and Miller overturned the call by reviewing",Chawla to Miller,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, this is a very wide short ball, {{BATSMAN}} tried to fetch the pull shot, missed, the ball sneaked under the under edge, Karthik was confident in his appeal, given out and {{BATSMAN}} overturned the call by reviewing",KXIP,Chawla,Miller,Miller,,Chawla,,6,,6,
7237,9987700,RCB 1st Inns,16.3,"Bumrah to de Grandhomme, no run, clipped to the left of mid-wicket and they think of a quick single, Suryakumar Yadav was quick to gather the ball and he missed the direct hit at the batting end",Bumrah to de Grandhomme,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, clipped to the left of mid-wicket and they think of a quick single, Suryakumar Yadav was quick to gather the ball and he missed the direct hit at the batting end",RCB,Bumrah,de Grandhomme,de,Grandhomme,Bumrah,,2,10.0,6,
7257,9987700,RCB 1st Inns,7.0,"Markande to de Villiers, no run, Yuvraj Singh, what have you done?. He's dropped de Villiers first ball. Flatter delivery outside off stump, de Villiers was looking to punch off the back foot, gets a thick edge that travels, Yuvi moved to his right and the ball came to the left and hit the knee",Markande to de Villiers,NO RUN,"Markan{{BATSMAN}} to {{BATSMAN}}, no run, Yuvraj Singh, what have you done?. He's dropped {{BATSMAN}} first ball. Flatter {{BATSMAN}}livery outsi{{BATSMAN}} off stump, {{BATSMAN}} was looking to punch off the back foot, gets a thick edge that travels, Yuvi moved to his right and the ball came to the left and hit the knee",RCB,Markande,de Villiers,de,Villiers,Markande,,2,8.0,8,
7414,9418332,KKR 1st Inns,1.4,"Lamichhane to Nikhil Naik, no run, Delhi have taken a review in the second over of the match itself. They've challenged the umpire's call. Has Nikhil Naik edged this? Rishabh Pant was excited but there's clear daylight between the bat and ball. Delhi lose their review! Was a quicker legbreak outside off and the batsman was looking to steer it to third man before he got beaten on his bottom edge",Lamichhane to Nikhil Naik,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, Delhi have taken a review in the second over of the match itself. They've challenged the umpire's call. Has {{BATSMAN}} edged this? Rishabh Pant was excited but there's clear daylight between the bat and ball. Delhi lose their review! Was a quicker legbreak outside off and the batsman was looking to steer it to third man before he got beaten on his bottom edge",KKR,Lamichhane,Nikhil Naik,Nikhil,Naik,Lamichhane,,6,4.0,10,
7456,1894737,RCB 1st Inns,13.5,"Rashid Khan to de Grandhomme, no run, leading edge lands short of Bhuvi at point. And there's some confusion in the running but Barman gets back in safely at the non-striker's end. Lures Grandhomme into playing an across-the-line-heave, loses shape as the ball sharply turns away and it drops a couple of inches in front of SRH's captain",Rashid Khan to de Grandhomme,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, leading edge lands short of Bhuvi at point. And there's some confusion in the running but Barman gets back in safely at the non-striker's end. Lures {{BATSMAN}} into playing an across-the-line-heave, loses shape as the ball sharply turns away and it drops a couple of inches in front of SRH's captain",RCB,Rashid Khan,de Grandhomme,de,Grandhomme,Rashid,Khan,2,10.0,6,4.0
7514,3406149,CSK 1st Inns,13.3,"Unadkat to Raina, no run, a direct hit there would have been curtains for Raina. The southpaw shuffled across and tucked this length ball to short fine and set off for a quick single. Dhoni wasn't interested and sent him back. Kulkarni had all three stumps to aim, but missed the target at the striker's end",Unadkat to Raina,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, a direct hit there would have been curtains for {{BATSMAN}}. The southpaw shuffled across and tucked this length ball to short fine and set off for a quick single. Dhoni wasn't interested and sent him back. Kulkarni had all three stumps to aim, but missed the target at the striker's end",CSK,Unadkat,Raina,Raina,,Unadkat,,5,,7,
7643,8715023,RCB 1st Inns,19.0,"Stokes to Stoinis, no run, pacy short ball from Stokes and Stoinis is a bit surprised by that, he is late on the pull/hook and the ball flies over the top-edge. Buttler went up but Stokes gestured he didn't hear anything",Stokes to Stoinis,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, pacy short ball from {{BOWLER}} and {{BATSMAN}} is a bit surprised by that, he is late on the pull/hook and the ball flies over the top-edge. Buttler went up but {{BOWLER}} gestured he didn't hear anything",RCB,Stokes,Stoinis,Stoinis,,Stokes,,7,,6,
7715,7416638,MI 1st Inns,12.4,"Dwayne Bravo to Krunal Pandya, no run, in the air and dropped! Mohit Sharma is the culprit. Krunal wanted to clear mid-off, fails to do so and ends up hitting it straight to Mohit at mid-off. It was hit hard and Mohit fails to get his fingers in the right position to grab it",Dwayne Bravo to Krunal Pandya,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, in the air and dropped! Mohit Sharma is the culprit. {{BATSMAN}} wanted to clear mid-off, fails to do so and ends up hitting it straight to Mohit at mid-off. It was hit hard and Mohit fails to get his fingers in the right position to grab it",MI,Dwayne Bravo,Krunal Pandya,Krunal,Pandya,Dwayne,Bravo,6,6.0,6,5.0
7716,7416638,MI 1st Inns,13.2,"SN Thakur to Krunal Pandya, no run, Review time: Krunal Pandya has been given out lbw. And he has taken the review. I don't reckon there is an inside edge on it. UltraEdge will confirm it. And there is a spike on UltraEdge. Just a tiny bit but that will be enough to save Krunal. Rod Tucker will have to change his decision. It nips back in off the deck, Krunal Pandya wanted to heave it to the on-side, plays it down the wrong line and it raps him on the pads. It looked plumb to the naked eye but an inside edge saves Krunal",SN Thakur to Krunal Pandya,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, Review time: {{BATSMAN}} has been given out lbw. And he has taken the review. I don't reckon there is an inside edge on it. UltraEdge will confirm it. And there is a spike on UltraEdge. Just a tiny bit but that will be enough to save {{BATSMAN}}. Rod Tucker will have to change his decision. It nips back in off the deck, {{BATSMAN}} wanted to heave it to the on-side, plays it down the wrong line and it raps him on the pads. It looked plumb to the naked eye but an inside edge saves {{BATSMAN}}",MI,SN Thakur,Krunal Pandya,Krunal,Pandya,SN,Thakur,6,6.0,2,6.0
7746,2313937,DC 1st Inns,10.0,"Nabi to Rahul Tewatia, no run, close call! But umpire Anantha Padmanabhan is a happy man. The slider which skids on and pings Tewatia on the front pad before deflecting onto the back, he played for the turn when there wasn't any. Ball-tracking showed it to be clipping leg-stump",Nabi to Rahul Tewatia,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, close call! But umpire Anantha Padmanabhan is a happy man. The slider which skids on and pings {{BATSMAN}} on the front pad before deflecting onto the back, he played for the turn when there wasn't any. Ball-tracking showed it to be clipping leg-stump",DC,Nabi,Rahul Tewatia,Rahul,Tewatia,Nabi,,5,7.0,4,
7753,2313937,DC 1st Inns,14.2,"Rashid Khan to Chris Morris, no run, that did not look close. Not sure what made Rashid go for the review. The leg-break and Morris misses the sweep, the ball misses the front pad and strikes the back thigh, impact was always one of the issues and the turn took it past off-stump",Rashid Khan to Chris Morris,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, that did not look close. Not sure what made {{BOWLER}} go for the review. The leg-break and {{BATSMAN}} misses the sweep, the ball misses the front pad and strikes the back thigh, impact was always one of the issues and the turn took it past off-stump",DC,Rashid Khan,Chris Morris,Chris,Morris,Rashid,Khan,5,6.0,6,4.0
7770,2313937,SRH 1st Inns,1.2,"Axar to Bairstow, no run, dropped! Axar has landed badly it seems. Was a fairly straightforward chance though and he spilled it. Bairstow used his feet for the lofted hit and ended up stroking it straight back at Axar who reacted quickly, had two bites at the cherry but couldn't cling on. Would have been a massive wicket for DC",Axar to Bairstow,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, dropped! {{BOWLER}} has landed badly it seems. Was a fairly straightforward chance though and he spilled it. {{BATSMAN}} used his feet for the lofted hit and ended up stroking it straight back at {{BOWLER}} who reacted quickly, had two bites at the cherry but couldn't cling on. Would have been a massive wicket for DC",SRH,Axar,Bairstow,Bairstow,,Axar,,8,,4,
7773,2313937,SRH 1st Inns,13.4,"Rahul Tewatia to Hooda, no run, dropped -- Shreyas Iyer of all people -- and it just doesn't get simpler. Hooda drives uppishly, hard, finds extra cover, where Iyer reverse cups, and is a little too casual",Rahul Tewatia to Hooda,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, dropped -- Shreyas Iyer of all people -- and it just doesn't get simpler. {{BATSMAN}} drives uppishly, hard, finds extra cover, where Iyer reverse cups, and is a little too casual",SRH,Rahul Tewatia,Hooda,Hooda,,Rahul,Tewatia,5,,5,7.0
7782,2313937,SRH 1st Inns,2.5,"Lamichhane to Warner, no run, review wasted! Shockingly poor review! Iyer didn't do the right thing by agreeing to an emotional Lamichhane. This pinned Warner on the pad after missing the sweep. Always seemed to pitch outside leg but the leggie somehow convinced his skipper, despite a rejection from Pant. Result is, pitched outside leg and review gone in the drain. Poor, poor stuff",Lamichhane to Warner,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, review wasted! Shockingly poor review! Iyer didn't do the right thing by agreeing to an emotional {{BOWLER}}. This pinned {{BATSMAN}} on the pad after missing the sweep. Always seemed to pitch outside leg but the leggie somehow convinced his skipper, despite a rejection from Pant. Result is, pitched outside leg and review gone in the drain. Poor, poor stuff",SRH,Lamichhane,Warner,Warner,,Lamichhane,,6,,10,
7807,1415953,KKR 1st Inns,15.5,"Chahal to Karthik, no run, good review in the end by DK. Got flummoxed by the fastish leg break, got pinged on the back pad as well with the turn and fizz doing him in. The umpire was late in raising his finger and Karthik chose to go for the review, almost out of hope. He probably was banking on the turn to save him and that's precisely what happens. HawkEye shows to be going over the stumps",Chahal to Karthik,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, good review in the end by DK. Got flummoxed by the fastish leg break, got pinged on the back pad as well with the turn and fizz doing him in. The umpire was late in raising his finger and {{BATSMAN}} chose to go for the review, almost out of hope. He probably was banking on the turn to save him and that's precisely what happens. HawkEye shows to be going over the stumps",KKR,Chahal,Karthik,Karthik,,Chahal,,7,,6,
7883,8616942,CSK 1st Inns,5.4,"Sam Curran to Watson, no run, smashed hard .. and flush into Curran's collar bone. Watson holds nothing back here, forehards a slap down the ground, where Curran tries his desperate best to get his hands in the way, or even save his face. Is hammered into his chest",Sam Curran to Watson,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, smashed hard .. and flush into {{BOWLER}}'s collar bone. {{BATSMAN}} holds nothing back here, forehards a slap down the ground, where {{BOWLER}} tries his desperate best to get his hands in the way, or even save his face. Is hammered into his chest",CSK,Sam Curran,Watson,Watson,,Sam,Curran,6,,3,6.0
7907,4077127,MI 1st Inns,0.5,"Bhuvneshwar to Rohit, no run, angles the ball in, the ball strikes the inside edge and thuds into the pad. The bowler, keeper and almost the entire squad miss the inside edge and take a review. The UltraEdge makes it clear. Rohit survives",Bhuvneshwar to Rohit,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, angles the ball in, the ball strikes the inside edge and thuds into the pad. The bowler, keeper and almost the entire squad miss the inside edge and take a review. The UltraEdge makes it clear. {{BATSMAN}} survives",MI,Bhuvneshwar,Rohit,Rohit,,Bhuvneshwar,,5,,11,
8202,2047324,MI 1st Inns,4.2,"Rajpoot to Suryakumar Yadav, no run, what happened there? Miller has spilled this one. Ill-timed jump and he manages to grab a left hand to it and the ball doesn't stick. He leapt up too early and in the end only had to go with a left-hand. Suryakumar Yadav gets a life here",Rajpoot to Suryakumar Yadav,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, what happened there? Miller has spilled this one. Ill-timed jump and he manages to grab a left hand to it and the ball doesn't stick. He leapt up too early and in the end only had to go with a left-hand. {{BATSMAN}} gets a life here",MI,Rajpoot,Suryakumar Yadav,Suryakumar,Yadav,Rajpoot,,10,5.0,7,
8214,4702243,CSK 1st Inns,11.1,"Jofra Archer to Dhoni, no run, huge shout of ""no"" from Dhoni, but that came only after he took a couple of steps down which set Rayudu on the charge. Rayudu had made it almost halfway down before having to turn back. Back of a length just outside off, patted to backward point. Rayudu changed direction while running and had the throw hit him, or even with a direct-hit, he was gone",Jofra Archer to Dhoni,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, huge shout of ""no"" from {{BATSMAN}}, but that came only after he took a couple of steps down which set Rayudu on the charge. Rayudu had made it almost halfway down before having to turn back. Back of a length just outside off, patted to backward point. Rayudu changed direction while running and had the throw hit him, or even with a direct-hit, he was gone",CSK,Jofra Archer,Dhoni,Dhoni,,Jofra,Archer,5,,5,6.0
8228,4702243,CSK 1st Inns,5.2,"Jofra Archer to Kedar Jadhav, no run, Steve Smith thinks Kedar Jadhav has got an outside edge to it. And Rahane has showed trust in the Australian, he has gone for a review. Kedar Jadhav has missed it by a country mile. And I have no clue what Smith heard there. It proved to be a horrible decision as there was a huge gap between the bat and the pad. It was a good length delivery wide of off and it beats the outside edge of Kedar Jadhav",Jofra Archer to Kedar Jadhav,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, Steve Smith thinks {{BATSMAN}} has got an outside edge to it. And Rahane has showed trust in the Australian, he has gone for a review. {{BATSMAN}} has missed it by a country mile. And I have no clue what Smith heard there. It proved to be a horrible decision as there was a huge gap between the bat and the pad. It was a good length delivery wide of off and it beats the outside edge of {{BATSMAN}}",CSK,Jofra Archer,Kedar Jadhav,Kedar,Jadhav,Jofra,Archer,5,6.0,5,6.0
8236,4702243,RR 1st Inns,12.4,"Santner to Stokes, no run, was there an edge on that? Yes, but it was too fast - even for someone like MSD - pushed through flatter and quicker of off, stayed a tad low as well - Stokes was back on the punch, gets a toe-end that rolls off MSD's pads",Santner to Stokes,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, was there an edge on that? Yes, but it was too fast - even for someone like MSD - pushed through flatter and quicker of off, stayed a tad low as well - {{BATSMAN}} was back on the punch, gets a toe-end that rolls off MSD's pads",RR,Santner,Stokes,Stokes,,Santner,,6,,7,
8275,2331682,DC 1st Inns,2.3,"Prasidh to Dhawan, no run, KKR review! Has Dhawan nicked it? Or did it come off the jersey? There was a certain sound but don't think it came off the willow. Or is it the trouser? Waiting for the replays. There's a spike on UltraEdge but not sure whether it's the inside edge or off the trousers. A tough call for the third umpire. No conclusive evidence and the onfield decision stays. KKR have lost their only review. A short delivery that was angled into the batsman, Dhawan was looking to block it as the ball brushed his trouser and settled into the keeper's gloves",Prasidh to Dhawan,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, KKR review! Has {{BATSMAN}} nicked it? Or did it come off the jersey? There was a certain sound but don't think it came off the willow. Or is it the trouser? Waiting for the replays. There's a spike on UltraEdge but not sure whether it's the inside edge or off the trousers. A tough call for the third umpire. No conclusive evidence and the onfield decision stays. KKR have lost their only review. A short delivery that was angled into the batsman, {{BATSMAN}} was looking to block it as the ball brushed his trouser and settled into the keeper's gloves",DC,Prasidh,Dhawan,Dhawan,,Prasidh,,6,,7,
8353,7172727,RR 1st Inns,1.0,"Behrendorff to Rahane, no run, good review in the end from Rahane! Fell across a bit on the flick and missed the indipper to get pinged on the front pad. The umpire didn't waste any time in raising his finger for the LBW but Rahane wanted to review it. Height was the only thing that could have bailed him out and even that didn't look likely in real time. However, the nature of the Wankhede surface aids Jinks in the end as HawkEye shows it to be going over the sticks",Behrendorff to Rahane,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, good review in the end from {{BATSMAN}}! Fell across a bit on the flick and missed the indipper to get pinged on the front pad. The umpire didn't waste any time in raising his finger for the LBW but {{BATSMAN}} wanted to review it. Height was the only thing that could have bailed him out and even that didn't look likely in real time. However, the nature of the Wankhede surface aids Jinks in the end as HawkEye shows it to be going over the sticks",RR,Behrendorff,Rahane,Rahane,,Behrendorff,,6,,11,
8471,3993413,CSK 1st Inns,3.4,"Gurney to Raina, no run, the inside edge saved the southpaw. Length delivery angling in, Raina hopped back to defend and missed it. But there was an inside edge and that helped him overturn the umpire's decision which was out",Gurney to Raina,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, the inside edge saved the southpaw. Length delivery angling in, {{BATSMAN}} hopped back to defend and missed it. But there was an inside edge and that helped him overturn the umpire's decision which was out",CSK,Gurney,Raina,Raina,,Gurney,,5,,6,
8517,5013362,DC 1st Inns,17.5,"Rashid Khan to Chris Morris, no run, Bairstow puts down a catch! Was a googly outside off and Morris got an outside edge as he tried to punch off the back foot. The keeper shows some generosity by not holding on to the catch",Rashid Khan to Chris Morris,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, Bairstow puts down a catch! Was a googly outside off and {{BATSMAN}} got an outside edge as he tried to punch off the back foot. The keeper shows some generosity by not holding on to the catch",DC,Rashid Khan,Chris Morris,Chris,Morris,Rashid,Khan,5,6.0,6,4.0
8540,5013362,SRH 1st Inns,12.4,"Mishra to Bhui, no run, loopy ball and slammed down the ground for the man at long-off to drop it. That was a poor drop from Munro coming in from long-off. Warner at the other end is furious as Bhui didn't even stay alert to take a single. The young man is under the pump here",Mishra to Bhui,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, loopy ball and slammed down the ground for the man at long-off to drop it. That was a poor drop from Munro coming in from long-off. Warner at the other end is furious as {{BATSMAN}} didn't even stay alert to take a single. The young man is under the pump here",SRH,Mishra,Bhui,Bhui,,Mishra,,4,,6,
8543,5013362,SRH 1st Inns,14.2,"Mishra to Warner, no run, and Mishra ji has dropped a tough one! That was muscled back to the bowler. Quicker one outside off and was spanked back to the bowler who got both hands to it before dropping it",Mishra to Warner,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, and {{BOWLER}} ji has dropped a tough one! That was muscled back to the bowler. Quicker one outside off and was spanked back to the bowler who got both hands to it before dropping it",SRH,Mishra,Warner,Warner,,Mishra,,6,,6,
8596,8556956,RCB 1st Inns,13.1,"Rahul Chahar to de Villiers, no run, was it a chance for de Kock? He's having a off-day behind the stumps today. Well, looks like there wasn't any edge there. So, won't go down as a drop. It was tossed up luringly outside off, de Villiers wanted to have a piece of it as he threw his bat without any feet movement but the ball straightened and beats his outside edge",Rahul Chahar to de Villiers,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, was it a chance for {{BATSMAN}} Kock? He's having a off-day behind the stumps today. Well, looks like there wasn't any edge there. So, won't go down as a drop. It was tossed up luringly outsi{{BATSMAN}} off, {{BATSMAN}} wanted to have a piece of it as he threw his bat without any feet movement but the ball straightened and beats his outsi{{BATSMAN}} edge",RCB,Rahul Chahar,de Villiers,de,Villiers,Rahul,Chahar,2,8.0,5,6.0
8621,8556956,RCB 1st Inns,5.5,"Bumrah to de Villiers, no run, Parthiv Patel was in some trouble here but puts in a dive as the throw at the bowler's end misses. Might have been 50-50 if it hit. Shortish delivery that struck de Villiers on the thigh pad as he got cramped on the flick",Bumrah to de Villiers,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, Parthiv Patel was in some trouble here but puts in a dive as the throw at the bowler's end misses. Might have been 50-50 if it hit. Shortish {{BATSMAN}}livery that struck {{BATSMAN}} on the thigh pad as he got cramped on the flick",RCB,Bumrah,de Villiers,de,Villiers,Bumrah,,2,8.0,6,
8626,8556956,RCB 1st Inns,9.4,"Rahul Chahar to Moeen Ali, no run, was there an edge? QDK can't collect it cleanly and yes, there was a definite bottom-edge there. Googly from Chahar, dropped short and it was spinning away from Ali. He went for the pull a tad early and feeds a tiny edge but QDK messes it behind, grassing it onto the floor",Rahul Chahar to Moeen Ali,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, was there an edge? QDK can't collect it cleanly and yes, there was a definite bottom-edge there. Googly from {{BOWLER}}, dropped short and it was spinning away from {{BATSMAN}}. He went for the pull a tad early and feeds a tiny edge but QDK messes it behind, grassing it onto the floor",RCB,Rahul Chahar,Moeen Ali,Moeen,Ali,Rahul,Chahar,5,3.0,5,6.0
8685,5962210,CSK 1st Inns,17.0,"Rashid Khan to Rayudu, no run, ripper from Rashid, absolute ripper. So good was the ball, that they feel compelled to go for a review after Rayudu is beaten on the outside edge. He's missed this by inches. Only clipped the trouser on the way through. Oh well, SRH have retained their review because ball-tracking shows it to be umpire's call on off stump. I'm sure they weren't appealing for leg-before there",Rashid Khan to Rayudu,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, ripper from {{BOWLER}}, absolute ripper. So good was the ball, that they feel compelled to go for a review after {{BATSMAN}} is beaten on the outside edge. He's missed this by inches. Only clipped the trouser on the way through. Oh well, SRH have retained their review because ball-tracking shows it to be umpire's call on off stump. I'm sure they weren't appealing for leg-before there",CSK,Rashid Khan,Rayudu,Rayudu,,Rashid,Khan,6,,6,4.0
